stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,10.43,3.66,0.56,0.85,0,0,1.69,0,56.93,1.13,0,0,0.56,0,0,0.56,0,0,0,0,0
21Day,1.11,0,0,5.92,0.37,2.22,0,0,0.37,0,0,0,0.37,0,20.72,4.44,0,2.59,0,0,13.69,0,49.58,1.48,0,0,0.74,2.59,0,0.74,1.11,0.37,0,0,0
3Month,0,0,0,1.98,0.1,0,0.1,0.1,0.21,0,2.91,0.31,0,0.83,14.35,0.42,0.73,2.39,0.31,0,0.1,0.1,11.75,0,3.43,0.1,0,0.42,1.14,0.1,0,0,0.21,0.1,0.1
22Month,0,0.55,0.41,1.37,0,0,0,0.14,0.82,0.41,9.29,0.27,0,0.41,3.14,0.14,0.27,0.41,0.14,0.55,0.14,0,5.33,0,3.14,0.14,0,0,1.5,0.96,0,0,0,0,0
