stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.1,0.56,0,0,0,0,0,0,0,0,0,0.85,49.04,1.97,0,12.12,0,0.85,0.28,0,8.46,4.23,0.28,0.28,0,5.92,0.28,0,0,0.28,0,0,0,0,0,0
21Day,0.74,0.37,1.85,11.1,3.33,0,1.11,0,0.37,0,0.37,1.11,0,1.11,91.39,0.37,2.59,1.11,10.73,0,0,0.74,0,6.29,3.7,1.48,0.37,0,2.22,16.65,0,0,0.37,0.37,0.74,0,0.37,0,0
3Month,0.1,1.25,15.71,51.38,0,3.02,0.42,0.1,10.92,4.89,0,35.16,6.55,0,528.72,0.83,5.72,4.16,14.77,1.35,0.21,1.77,2.29,0.94,0.21,9.88,0.94,0,0.31,7.39,0.1,2.91,0.21,0.1,0,0.21,1.46,2.08,4.89
22Month,0,5.19,17.63,30.34,0,0.41,0,0.27,16.81,5.47,9.29,63.54,0.55,0.55,555.21,0.41,0.96,3.96,6.42,0.14,3.69,1.23,0,0.41,0,22.14,1.23,0.82,0.27,1.64,0,0.82,0.82,0,0,0,0.14,0,1.23
