stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,2.25,0.56,0.56,0,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0
21Day,1.48,1.11,1.48,9.62,0,1.48,0,0.37,0,1.11,0,0,0.74,1.85,2.59,0,2.59,4.44,4.44,0,0,1.85,0,1.11,0.37,0.37,0,0,1.11,0,0,0.74,0,1.48
3Month,0.21,3.95,1.66,30.37,0.1,0,0.42,0.52,8.11,8.11,0,19.24,4.78,1.04,21.12,3.43,5.51,8.32,6.55,0.73,0,5.51,5.41,1.04,0,1.35,0.62,0.1,1.04,1.04,0.1,42.86,0.94,3.33
22Month,0.27,3.55,1.5,8.88,0.14,0,0.27,0.14,3.42,15.71,2.87,40.17,5.33,2.73,18.86,0.82,1.78,10.66,5.33,0.14,0.82,2.19,0.14,0.55,0,0.68,0.41,0.14,0,0,0.41,4.92,0,2.32
