stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,21,0,76,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,127,0,0,0,0,7,181,0,0,41,0,0,0,0,0,0,4,0,0,0
72hpf,9.02,10.71,0,14.09,2.82,2.54,0,0,0,0,0,0,0,0,0,0,1.97,32.69,5.36,118.94,0,1.41,2.54,0,20.29,21.98,0.28,0,184.33,0.28,0,0.28,0.85,0,0.28,14.94,0,0,0
21Day,7.4,4.44,0.74,10.73,1.48,5.18,0,0.74,0,0,0.37,0,0.37,0.37,1.85,0,0.37,9.25,22.94,115.07,0,0,19.24,0,7.03,7.4,0,1.11,71.78,3.7,0,0.74,1.11,0,1.11,4.44,0.37,0,6.66
3Month,0.42,12.38,0.1,34.74,0.31,0,0.52,0,0.62,2.6,7.18,0.73,6.87,153.63,0.31,1.98,1.35,27.15,21.12,52.22,10.61,0,2.7,1.35,0.62,0.42,1.25,1.35,5.41,1.46,0.83,35.47,0.21,0,0,1.14,4.99,11.55,23.3
22Month,0.27,19.95,0.41,40.17,0.14,0,0.27,0.14,0,3.69,2.46,6.7,16.26,19.54,1.09,2.19,0,6.7,35.39,44,1.23,0.82,2.87,0,2.19,0.68,2.05,3.96,3.01,0.68,0,8.47,1.5,0.68,0,0.82,2.6,0.14,25.83
