stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,1,38,0,0,4,0,0,0,0,0,0,0
72hpf,0.85,1.41,0,1.97,1.13,1.41,0,0,0,0,0,0,0,0,0,0,1.13,1.97,4.79,5.07,0,1.69,0,0.56,4.79,11.56,0,0,5.36,0,0,0.85,0.28,0,0,0
21Day,2.59,1.11,0,1.48,0,0.74,0,0,0,0,0.37,0,0,0,0.37,0,0.37,0,4.07,2.59,0,0,0.74,0,1.48,2.96,0,0,2.59,0,0.37,0.74,0,0,0,0.37
3Month,0,0.52,0,2.08,0,0,0,0.31,0.1,0.21,1.87,0,14.25,5.3,0.62,2.18,0.31,0.21,6.24,1.98,0.31,0,0.52,0.52,0,0.1,0.1,0.1,0.62,0.42,0.42,0.1,0,0,9.47,0.52
22Month,0,2.87,0.14,3.14,0.14,0,0.41,0.14,0,0,11.21,5.06,86.91,1.64,0.68,6.15,0.14,0.68,15.99,4.65,0.27,0.68,0.68,0.14,0.41,0,0,2.05,0.14,0.55,0.82,1.09,0.14,0.27,0,0.82
