stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0.85,0,0.28,0,0,0,0,0,1.41,0,0.28,1.69,0.28,0.56,0,0,0,0,4.23,2.54,0,0,0,1.13,0,0,0,0.28,0,0,0,0,0,0.56
21Day,1.11,0,0,2.22,0.37,2.22,0,1.85,0,0.74,0,0.74,0,59.2,0.74,0,0.74,2.22,1.48,0.37,0,0,0,4.44,1.11,0,0.37,0,2.59,0.74,0,0,0.74,0.37,1.48,0.37,0,0,46.62
3Month,0,0.42,0.1,5.82,0,0,0.73,0.21,1.04,2.5,0,6.76,3.74,6.76,1.98,0.52,2.18,5.62,2.81,0.42,0.1,0.42,0.73,0.52,0,0.21,0.42,0,0.31,0.94,0.1,13,0.21,0,0,0,1.46,2.81,175.27
22Month,0.14,0.82,0.14,1.37,0,0,0.68,0.55,0.27,3.69,0.96,10.93,1.09,1.91,1.23,0,0.55,3.69,2.05,0,0.41,0.27,0,0.27,0,0.14,0.27,0.14,0.14,0.82,0,1.91,0.14,0.27,0,0,0.41,0,127.9
