stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,1.41,0.28,0.28,0,0,0,0,0,0,0,0,0,0,6.76,1.13,1.41,0,0,0,0,1.41,1.97,0,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0.74,16.28,1.11,1.85,0,0.74,0.37,0.74,0,0,2.59,0.37,0,0,10.73,1.48,2.22,0,0,0,0,1.11,0.37,0,0.37,0,1.48,0,0,0,0.37,0.37,0.37,0,0,0.37
3Month,0.1,1.35,0.83,30.27,0.31,0,0.21,0.1,15.19,3.22,0,8.11,29.85,0.83,13.31,1.14,4.58,4.99,4.78,0.42,0.1,1.25,1.14,0.31,0.1,0.73,0.1,0,0.52,0.21,0.31,3.95,0.31,0,0.1,1.25,7.28,3.12
22Month,0.14,1.23,0,5.6,0.14,0,0.14,0,2.46,4.1,0.96,32.39,9.98,0.55,8.61,0,0.96,5.06,3.55,0.14,0.41,0.41,0,0.27,0.41,0.41,0.27,0.27,0,0,0,0.82,0.82,0,0,0.14,0,1.37
