stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,156,2,0,56,7,1,0,0,0,0,0,9,0,0,0,0,17,5,1,114,0,0,0,0,4,182,0,0,16,0,0,0,0,0,1,0,0,0
72hpf,58.91,0.56,0,40.87,19.17,5.64,0,0.28,0,0,0,0,0,0,0,0,15.78,53.27,0.85,144.87,0,0,1.41,0.28,25.65,22.27,0.28,0,118.38,0,0,1.97,0.28,0.28,0.85,0,0,0
21Day,52.54,0.37,0.37,138.75,5.92,4.07,0,1.11,0,0,0,0,0.74,0.37,1.85,1.11,31.08,12.21,2.22,56.61,0,0.37,1.85,0,6.29,8.88,0.74,0.37,15.17,4.81,0,1.11,0.37,1.11,1.11,0,0,0.74
3Month,1.14,0.1,0.21,63.45,3.85,0,0.1,0.1,0.1,1.14,0.1,0,4.78,1.66,0.21,2.5,32.87,21.74,2.6,9.78,2.6,0.1,0.62,0.31,1.35,0.21,0.94,0.21,0.1,0.62,2.7,0.1,0,0,0.31,0.73,1.35,0.62
22Month,0,0.96,0,34.44,2.46,0,0.14,0,0.14,1.23,0.27,0,9.29,0.68,0,1.5,7.52,5.47,2.05,6.29,0.41,0.41,0.68,0,0.55,0.41,0.96,0.55,0.14,0.55,1.78,0.27,0,0,0.14,0.14,0,0.82
