stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.69,0,1.13,0,0,0,0,0,0,0,0,0,0.28,11.56,0,0,0,0,0,0,0.56,2.54,0,0,0,0,0.56,0,0.28,0.28,0,0,0,0
21Day,0.37,0,0,3.7,0,1.48,0,0.37,0,0,0,0,0,0.37,0,0.37,1.85,0,0.74,0,0,1.11,0,0.37,0.74,0,0.37,0,0,0.74,0.74,0,0,0,0,0,0.37
3Month,0,0.42,0.31,12.07,0,0,0.1,0,0.83,1.77,0.1,12.27,1.87,0.31,3.74,4.78,1.46,2.18,1.56,0.62,0,0.42,1.25,0.52,0,0.42,0.52,0,0.31,0.94,16.95,0.31,0.1,0,0.83,219.48,4.16
22Month,0,0.14,0.41,4.78,0,0,0,0,0.55,0.82,3.42,15.17,0.14,0.14,2.73,0.27,0.41,0.55,0.68,0,0.14,0,0.14,0,0,0.27,0,0.82,0,0,4.37,0,0,0.14,0.14,0.14,0.96
