stage,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_progenitor_cell,Neurosecretory_cell,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
21Day,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.1,1.25,0,0.1,0.1,0.42,1.46,0.31,0.1,0.1,0.42,0.52,0.21,0,0.1,0.21,34.74,0.1,0.21,14.87,0.83
22Month,0,0.14,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0.55,0.14,0,0,0
