stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,2.25,0.28,2.25,0,0.56,0,0,0,0.56,0,0.28,0,0.85,3.38,0,1.97,0,0.85,0,0,22.27,6.48,0.56,0,0,2.54,56.65,0,0.28,0.85,0.85,0.28,0.56,0,0,0
21Day,69.19,12.21,7.77,194.61,5.55,132.83,0,24.79,0,1.11,9.25,44.4,8.51,75.48,25.9,20.35,124.32,47.73,229.02,0.37,0.74,31.82,2.59,250.48,123.21,3.33,8.51,0,97.31,1138.45,0,3.33,22.57,10.73,38.85,8.88,0.37,0,26.27
3Month,0.1,0.42,0.52,3.33,0,0,0.21,0,0.1,0.62,0.83,5.62,1.14,0,1.56,0.21,1.04,1.35,0.62,0.31,0,0.31,0.21,0.1,0.1,0.62,0.1,0,0.21,31,0.1,99.54,0.1,0,0,0.1,0.52,23.82,0.42
22Month,0,0.27,0,0.14,0,0,0.27,0,0,0.27,0.27,1.78,0.14,0.14,0.55,0,0.14,0.14,0.41,0,0.14,0,0,0.14,0,0.14,0.27,5.19,0.14,13.12,0,16.53,0.14,0,0,0,0.14,0,0.27
