stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0,0,5.64,3.1,0,0,0.56,0,0,0.56,0.28,0,0,0,0
21Day,0,0,0,1.48,0,0,0.37,0,0,0,0,0,0,0,0,1.11,0.37,1.11,0,0,0,1.85,0.74,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0.1,0.1,3.12,0,0,0,0.21,0.21,0,4.06,0.31,0.1,1.46,0.31,1.04,0.21,0.42,0.21,0.31,0.42,0.52,0,0.1,0.1,0,0.31,5.51,0.1,0,0.1,0.1,50.14,0
22Month,0,0.27,0.14,0.41,0,0.14,0,0,0.27,0.27,4.51,0.14,0,0.96,0,0.14,0.27,0.41,0,0,0.14,0.82,0,0.14,0,0,0,1.09,0.14,0,0,0,0,0.14
