stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0
3Month,2.08,15.91,37.03,154.99,1.56,12.79,1.66,1.35,23.4,45.87,1.04,3771.55,60.75,4.16,153.74,33.7,44.94,42.44,54.92,8.32,13.21,40.88,17.68,5.1,1.77,10.09,11.13,0,1.66,137.2,0.94,30.37,1.87,0.31,0.1,0.52,23.82,23.92,43.58
22Month,5.47,35.67,34.98,91.28,0.68,48.24,2.87,0.27,22.55,90.19,14.48,9075.98,28.83,13.66,163.02,8.34,13.25,70.37,115.2,6.29,304.04,23.64,0.96,7.93,1.78,13.94,26.65,8.34,5.88,30.06,0,21.04,10.8,6.01,0.14,1.09,4.51,0.27,35.39
