stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,0.85,0.28,0.56,0,0,0,0,0,0.28,0,0.28,0,0.28,4.23,0,1.69,0,0,0.28,0,16.35,3.95,0,0.28,1.69,0,0.28,5.07,0.56,0.28,0.28,0,0,0
21Day,0.74,0.37,0,5.92,0,0.37,0,0,0,0,0,1.11,0,0,0.74,0,1.48,0,4.07,0,0,0.37,0,11.1,1.11,0,0,1.11,1.11,0.37,4.81,0.37,1.48,0,0,0,0
3Month,0,0.1,0.1,6.45,0,0,0.1,0,0,0.73,0,20.39,0.42,0.1,1.77,0.42,3.95,0.62,1.46,0.21,0,0,1.14,0.52,0,0.1,0,0.1,0.52,2.08,0.83,0,0,0.1,0.21,0.52,0.21
22Month,0,0.55,0.68,2.46,0,0,0,0.14,0.27,0.55,0.27,20.09,0.27,0.14,2.87,0.27,0.96,0.68,1.23,0,1.23,0.41,0.41,0.27,0,0.27,0.27,0.14,0.27,0.96,1.37,0.14,0,0,0.14,0,0
