stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,14,0,0,0,3,6,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,4.51,7.05,0,16.07,4.79,1.97,0,1.13,0,0,0,0,0,0,2.82,0,2.82,15.5,0.85,28.18,0,0.56,0.85,9.3,87.65,36.36,0.56,0,0,48.2,0,0,0,4.79,0.28,0,0.85,0,0,0.56
21Day,7.77,4.44,10.73,22.2,0.37,6.29,0,2.59,0,0,0,0.37,1.85,0,44.4,31.82,1.11,6.66,4.81,72.89,0.37,0,2.59,2.59,49.21,12.21,0,4.44,0,97.31,7.4,0,0.37,1.85,0.74,1.85,0.74,0,0,25.16
3Month,0.21,8.01,9.88,27.46,0.21,0,0.83,0.62,0.1,2.5,4.47,0.21,10.3,6.97,1.25,268.05,0.83,6.66,8.53,42.23,1.87,0,2.91,34.85,2.91,0.52,2.08,1.14,0,2.18,1.56,0.1,4.68,0.21,0,0,0.42,1.56,1.66,37.13
22Month,0.27,3.55,3.42,9.29,0,0,0.82,1.09,0.14,2.87,4.1,1.23,17.63,2.6,2.46,178.33,0.14,1.64,26.51,28.56,0.27,1.09,2.46,1.5,4.51,0.41,0.82,1.37,0.27,0.14,0.55,0,3.01,0.55,0,0,0.27,0,0,45.23
