stage,Endothelial.cell,Enterocyte,Epithelial.cell,Granulocyte,Hepatocyte,Intestinal.bulb.cell,Keratinocyte,Macrophage,Mesenchymal.cell,Muscle.cell,Neural.progenitor.cell,Oligodendrocyte,Osteoblast,Smooth.muscle.cell
72hpf,0,0,0,0,0,0,0,0,0.563696112006446,0,0,0,0.281848056003223,0
21Day,0,0,0,0,0,0.369986860264282,0,0.739973720528564,0.369986860264282,0.739973720528564,0.369986860264282,0.369986860264282,0,0
3Month,0.104017006644673,0.104017006644673,0.520085033223363,0.104017006644673,0.728119046512708,0,0.104017006644673,0,1.04017006644673,0.104017006644673,0,0,0,2.39239115282747
