stage,Epithelial.cell,Hepatocyte,Intestinal.bulb.cell,Keratinocyte,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Radial.glia
24hpf,0,0,0,0,1,0,1,0
72hpf,0,0,0,0,0,0.563696112006446,0.563696112006446,0
21Day,0.369986860264282,0,0,0.369986860264282,0.369986860264282,0.369986860264282,0,0.369986860264282
22Month,0,0.136649431988133,0.136649431988133,0,0,0,0,0
