stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,48,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0.85,0.56,0,3.1,0,0,0,0,25.08,7.33,0,0.28,0,1.41,0,0,1.13,0.28,0,0.56,0,0,0
21Day,1.85,6.66,0,2.96,0.74,0.74,0,0,0,0,0,0.37,0,0.37,0,0.37,0.37,0,9.25,0,0,1.85,0,15.91,3.7,0,0,0,5.92,0.37,0,0.37,0,0.37,0,0,0,0
3Month,0,26.11,0.21,3.22,0.21,0,0,0.1,0.21,0.73,0,2.18,1.25,0,0.94,6.66,1.35,0.83,4.16,0.52,0,0.83,0.42,1.04,0.1,0.52,0.21,0,0,0.21,6.03,0.31,0,0,0.1,0.42,0.42,0.1
22Month,0.14,85.41,0.41,1.78,0.14,0,0.14,0,0.27,0.27,0.55,12.98,0.68,0,1.5,1.09,0.55,0.68,3.69,0,0.55,0.27,0.14,0.41,0,0.55,0.14,0.41,0,0.14,1.23,0.96,0,0,0,0.27,0,0.27
