stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40,6,0,28,6,0,0,0,0,0,4,0,0,0,0,8,16,12,42,0,0,0,1,26,5897,0,0,2,1,0,2,0,0,2,0,0,0
72hpf,69.9,10.99,0,14.09,30.16,17.47,0.28,0,0,0,0,0.28,0,0.56,0,5.36,39.46,5.07,75.25,0,1.69,2.25,0.56,213.64,1665.44,0.56,16.35,37.2,0.56,0,273.39,2.25,1.13,3.38,0,0,0
21Day,27.75,1.11,1.11,33.3,12.58,40.33,4.81,0.37,1.11,0,0,4.44,1.48,6.29,5.18,2.96,25.53,6.66,46.99,0,0.37,4.81,0.37,66.97,908.69,1.85,4.44,19.61,33.3,0,376.28,5.55,9.25,4.81,0,0,4.44
3Month,0.21,4.26,0,1.98,2.5,0,0,0.1,0.21,0,0,0.52,0.62,0,0.73,0,0.62,0.1,0.42,0.21,0,0.21,0.1,0.73,11.23,0.73,0,0,0,0.31,6.24,0,0,0.21,0.1,0.42,0.31
22Month,0.14,2.19,0,0.96,3.96,0,0,0.27,0.55,4.1,0,0.82,0.14,0.14,0.55,0,1.09,0.14,0.96,0,0.27,0.27,0,0.14,3.14,0.96,0.27,0,0,0,4.24,0.27,0,0,0,0,0
