stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.28,0,3.38,2.54,1.13,0,0.28,0,0,0,0,0.28,0,0,3.1,0,1.69,12.97,0,32.41,0,0,0.28,0.28,13.81,33.54,0,0,26.78,0,0,0,8.74,0.28,0,0,0,0,0.28
21Day,15.54,0.37,0.37,37.37,1.48,5.18,0,2.22,0,0.37,0.37,0,0,1.11,1.11,89.91,2.22,1.48,23.68,4.07,95.83,0.37,0,7.03,0,13.32,22.94,0,0,32.93,3.7,0,0.37,1.85,0.74,1.48,1.11,1.85,0,93.98
3Month,0.21,1.35,0.31,22.26,0.1,0,2.39,0.62,0,1.77,5.1,0,0,9.78,17.16,19.45,3.85,0.94,5.93,14.46,13.83,5.3,0.1,1.04,1.35,0.94,0,0.42,0.31,1.14,1.66,0.1,12.38,0.1,0.21,0,0,2.6,2.5,363.75
22Month,0.27,3.01,1.09,8.75,0,0,1.23,0.27,0.14,0.14,5.88,1.64,0,13.25,1.23,11.75,0.68,0.55,2.73,16.12,20.77,0.96,0.27,1.5,0,0.82,0.27,0.27,0.41,1.23,0.96,0,2.32,0.96,0.27,0,0.41,1.09,0.14,99.89
