stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,13,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.54,0,0.28,0,0,0,0,0,0,0,0,0,3.1,2.25,0.56,0.28,0,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,27.38,0.37,0,0,0.37,0,0,0,0.74,9.62,4.44,0,4.07,3.33,7.4,1.11,0,0,0,0,0.74,0.74,0,0.37,1.48,0.74,0,0,0,0,0,0,0.37
3Month,0,0.62,0.42,78.53,0,0,0.62,0,15.08,11.55,0.31,8.63,340.24,1.35,2.81,11.13,2.39,19.97,2.6,0.94,0,0.94,1.14,1.77,0,0.21,0.42,0.42,0.42,1.14,0.94,0.21,0.1,1.46,2.39,4.06
22Month,0.14,0.14,3.42,26.92,0,0,0,0.14,13.66,13.53,0.14,8.75,73.65,3.28,1.37,2.73,0.41,36.76,0.82,0,0.41,0.55,0,0.55,0.14,0.41,0.14,0,0.27,0,0,0,0.14,0,0,2.32
