stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0.28,0.56,0,0.28,0,0,0,0,0,0,0,0,0.28,0.85,0,0.85,0.28,0,0,2.25,2.54,0,0,0,1.41,0,0,0.56,0.28,0,0,0
21Day,0.37,0,0,1.48,0,0.37,0,0,0,0,0,0,0,0.37,0.37,0,0.37,3.7,1.11,0.74,0,0,0,0.37,0.37,0,0,0,0.74,0,0,0,0,0,0,0
3Month,0.21,0.83,0.94,6.55,0,0,0.21,0,0.1,0.94,2.29,0,30.48,2.5,0,5.41,1.14,1.87,1.87,1.66,0.42,0.62,0.83,0.52,0,0.83,0.1,0,0.1,2.5,51.07,0.1,0,0.94,218.23,1.25
22Month,0,2.05,0,1.91,0,0,0.27,0,0.14,0.82,4.24,1.23,56.03,0.82,0.14,1.78,0.14,0.14,2.05,0.96,2.87,0.41,0,0.27,0,0,0.41,0.41,0,0.14,10.25,0,0,0,0.96,0.55
