stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,0,12,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1,65,1,0,1,0,0,0,0,0,0,0,0
72hpf,3.66,0.28,1.69,7.89,3.38,0,0,0,0,0,0,0.28,0,0.28,6.48,0.28,8.46,0,0,0.28,0,190.81,27.34,7.89,0.28,5.07,0,0.28,2.25,0.28,1.41,0,0,0
21Day,1.85,0,4.44,1.85,1.11,0,0,0,0,0.37,0,2.22,0.37,0,1.85,0.37,10.73,0,0,3.33,0,37,3.33,9.25,0,0.74,0.74,0,0.74,0.37,0,0,0,0.37
3Month,0.42,0.21,3.64,0.1,0,0.21,0.21,0.42,0.1,0.83,0.52,0.21,0.62,0.1,2.39,0.1,3.12,0.52,0.1,0.42,0.1,0.83,0.21,17.37,0,0.1,0,1.14,0.1,0,0,0.21,0.1,0.52
22Month,0.14,0,1.23,0,0,0,0.27,0.27,0.14,2.73,0.27,0,0.55,0,0.55,0.41,1.64,0.14,0.14,0.14,0,0.82,0,13.12,0.14,0,0.27,0.96,0.14,0,0.14,0,0,0.41
