stage,Epithelial.cell,Ionocyte,Neural.progenitor.cell,Osteoblast,Primordial.germ.cell,Spermatocyte
24hpf,0,0,1,0,0,0
72hpf,0,0,0,0.281848056003223,0,0
3Month,0.104017006644673,0.104017006644673,0,0,0.936153059802054,1.76828911295943
