stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0.28,0,0,0,0,0.56,1.41,0,0,0,0.28,0,0,0.56,0,0,0,0,0,0
21Day,2.22,0.37,0.74,10.36,0,2.59,0,3.33,0,0.74,0,0.74,0,14.8,0.37,0.37,1.11,8.14,7.4,0,0,0.74,0,1.85,2.59,0,0.37,0,0.37,0.74,0,2.22,0.37,0.37,0,0,0,5.55
3Month,0.31,0.83,0.52,46.6,0.1,0,0.31,2.6,6.35,18.62,0,9.57,7.49,6.97,4.78,1.66,12.69,10.92,3.95,0.21,0.1,2.08,1.04,1.04,0.21,1.87,0,0,0,1.25,0.21,49.82,0.1,0,0.1,3.22,10.82,24.03
22Month,0,1.78,0.41,11.34,0,0,0.96,2.87,3.01,22,0.96,20.91,5.33,9.84,6.7,0.41,2.6,20.63,6.29,0.27,0.82,1.5,0.14,0.41,0.27,2.6,0.55,0.27,0,0.41,0,33.89,0,0.14,0,0.27,0.27,7.65
