stage,Epithelial.cell,Erythroid.progenitor.cell,Fibroblast,Granulocyte,Hepatocyte,Intestinal.bulb.cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal.cell,Mesenchymal.cell..caudal.fin.,Muscle.cell,Neural.progenitor.cell,Neurosecretory.cell,Osteoblast,Pancreatic.cell,Primordial.germ.cell,Smooth.muscle.cell,Spermatocyte,T.cell
24hpf,0,1,0,0,0,0,0,0,0,31,0,0,9,0,1,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0.84554416800967,0,0,0,0,0,0,0,0,0,0
21Day,0.369986860264282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369986860264282,0,0.369986860264282,0,0,0
3Month,0.520085033223363,0,0.104017006644673,0.208034013289345,0.520085033223363,0.728119046512708,0.624102039868036,0.312051019934018,0.312051019934018,0.520085033223363,0.312051019934018,0.104017006644673,0,0.104017006644673,0,0.104017006644673,15.0824659634775,0.104017006644673,10.5057176711119,0.104017006644673
