stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,3,1,9,0,0,0,0,4,94,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,1.41,0,0,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0,1.13,0.56,0.28,3.66,0,0.28,0.28,0,24.8,17.47,0.28,0,0,1.13,0,0.28,1.97,0.28,0,0,0,0
21Day,2.96,1.48,0,6.29,0,2.96,0,1.48,0.37,0,0,0,0.37,0,7.03,0,0.37,2.59,1.11,11.84,0,0,0.74,0,9.62,9.99,0,0,0,1.85,1.11,0.74,0.74,0,0,0,0,2.59
3Month,0,0.83,0.31,19.45,0.1,0,0.42,0.1,2.08,2.29,0,0,9.57,4.37,2.6,7.39,0.94,2.91,3.64,4.78,1.14,0.1,1.77,0.94,1.56,0.73,2.29,0.21,0,0.21,0.52,27.56,0.31,0,0.1,1.66,3.22,19.66
22Month,0,2.05,0.41,5.6,0,0,0.41,0.68,1.5,3.14,1.5,0,21.04,3.28,2.87,8.61,0.41,0.82,4.78,5.47,0.14,0.41,0.68,0,1.09,0.55,1.37,0.14,1.09,0.14,0.14,12.98,0.82,0.55,0.14,0.27,0,8.61
