stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,0,0,0,0,0,0.37,0,0,16.28,0,0,0,7.4,0,0,0,0,0,0,0.74,0.37,0,0,0,0,0.37,0,0,0,0,0,0,0.37
3Month,0.21,1.87,0.62,7.49,0.21,0.21,0.31,1.66,63.03,0,13,224.68,0.21,3.43,1.25,24.55,2.81,4.37,1.25,0.1,1.14,0.42,0.42,0,0.31,0.42,0,0.1,0.73,1.46,0.42,0.1,0.1,0.62,0.83,2.7
22Month,1.64,24.73,5.33,35.53,0.27,15.85,1.09,4.65,1358.16,5.06,298.99,738.32,6.56,19.95,3.69,18.72,95.79,47.96,0.41,12.16,8.88,0.68,2.87,0.27,2.6,5.19,3.28,3.14,1.09,0.55,3.42,3.28,0.41,0.82,0,9.29
