stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,12,0,0,0,0,0,0,0,1,0,0,0,0,22,1,2,5,0,0,0,8,1,178,2,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.23,5.07,0,0,0,0,0,0,0,0,0,0,0,1.13,1.69,1.69,3.38,0,0,0,0.28,6.2,15.22,0,0.28,0,3.66,0,0,0,10.71,0,0,0,0,0,0
21Day,0.74,0,0,5.18,2.96,0.37,0,1.11,0,0.37,0,0,0,0,0.37,0,0,1.85,1.85,4.81,0,0,0.37,0,1.11,1.85,0.37,0,0,2.59,0.74,0,1.48,1.11,0,0.37,0,0,0,0.37
3Month,0,0.42,0.62,16.02,1.04,0,0.1,0.1,0.62,1.66,0,0,7.59,1.98,0,2.39,4.06,1.14,4.47,2.18,0.62,0,1.25,0.62,0.94,0.1,0.73,0.21,0,0,1.46,0.1,15.81,0,0,0,0.1,1.14,273.88,1.66
22Month,0,0.82,0,6.83,0.14,0,0.14,0.14,0.14,0.82,2.32,0,4.65,0,0,0.27,0.27,0.41,3.01,1.37,0,0.55,0.14,0.41,0.27,0,0,0,0.14,0,0,0,5.88,0.27,0.14,0,0.14,0,1.09,0.14
