stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.74,0,0.37,0,0,0,0,0,0,12.95,0,0,0.37,0,0.74,0,1.48,0,0,0.37,0,0.74,0.37,0.37,0,0,1.11,1.11,0,0,0,0,0,0,0
3Month,0.52,1.35,5.93,61.06,0.21,0,4.37,0.21,0,8.53,7.8,0.42,1379.06,9.88,0.94,26.84,8.32,19.04,6.66,9.57,2.5,2.08,6.14,3.64,7.18,0.94,3.74,1.98,0,0.73,17.37,0.31,9.15,2.29,0.1,3.74,3.64,6.03
22Month,0.41,2.46,3.55,18.99,0.14,0,3.01,0.41,0.14,2.19,5.19,2.19,1646.08,1.37,0.68,15.71,1.37,4.24,5.74,7.24,0.14,27.33,1.5,0,4.51,0,4.24,2.46,2.05,0.14,3.28,0,2.6,8.2,0.55,0.27,0.14,1.64
