stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,8,0,0,0,0,6,62,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.2,0.28,0,0.85,0.56,1.13,0,0,0,0,0,0,0,0,0.85,0,1.97,3.95,0.56,11.84,0,0,0,0,56.37,34.39,1.13,0.28,0,5.92,0.56,0.28,3.95,0.28,0.28,0,0,0.28
21Day,8.88,0,0.37,11.47,0.37,3.7,0,2.22,0,0.37,0,0,0.37,0,7.03,1.11,0.74,1.85,3.33,12.95,0,0,1.11,0,14.06,12.21,0.74,1.11,0,3.7,1.85,0.74,2.22,1.11,0,0,0,2.22
3Month,0.21,0.83,0.31,12.69,0,0,0.52,0.52,1.46,6.76,0,0,11.75,4.37,1.66,6.76,1.04,5.3,9.05,6.35,1.04,0,3.22,0.62,0.94,0.62,2.81,1.14,0,0.1,0.52,22.88,0.31,0,0.1,0.62,1.77,12.59
22Month,0,1.09,0.55,3.42,0.14,0,0.27,0.14,0.27,9.16,2.87,0,18.72,2.73,3.42,6.01,0.55,0.27,8.88,4.51,0,0.96,1.09,0.27,0.82,0.55,1.78,0.96,0.41,0.14,0,5.33,0.68,0,0,0.14,0.14,3.01
