stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,31,0,0,0,0,0,0,0,1,0,0,0,6,14,3,3,0,0,0,1,95,86,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,86.81,15.22,0,65.67,10.71,86.53,1.41,0,0,3.1,0.56,1.69,0,1.69,0.28,22.83,159.81,18.32,117.53,0,8.17,5.07,2.54,7723.2,404.17,3.66,11.84,0,150.51,4.79,0.56,83.43,5.07,5.64,10.71,0,0,0
21Day,28.86,4.07,1.48,64.38,2.22,64.75,8.51,0,0,2.22,0.37,7.4,2.22,12.95,7.03,4.81,34.41,16.65,65.86,0,0,5.92,0.37,2108.93,82.88,2.22,5.55,0,33.3,57.35,2.59,12.21,8.14,17.39,4.44,0,0,11.1
3Month,0.21,0.1,0.42,13.83,0,0,0.21,0.83,0.42,0.62,0.31,2.6,1.14,0.21,1.46,19.56,0.73,0.62,6.87,0.31,0,0.31,0.52,25.9,1.35,0.73,0.62,0,0,0.1,12.59,0.42,0,0,0.21,0.62,1.66,0.52
22Month,0,0,0,2.73,0,0,0,0.27,0.14,0.41,0.27,2.73,0.14,0,0.96,1.37,0.55,0.14,1.09,0.14,0.14,0.14,0,13.66,0.55,0.41,0.41,1.37,0,0.27,14.89,0.27,0.14,0,0,0.14,0,0.41
