stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,17.47,0.28,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0.56,0,0,0,0,4.23,1.97,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0
21Day,3.7,0.74,0.37,144.29,5.55,0,1.48,0,0.37,0,0.37,0.37,0.74,2.22,2.22,4.81,2.59,9.62,0,0,2.59,0.37,8.88,5.92,0,0.74,0,1.11,7.03,0,1.85,0.37,1.85,0.37,0,0,1.48
3Month,0.1,1.04,0.73,120.04,0,0.94,0,1.04,3.02,0,11.86,4.78,0.21,6.35,1.14,9.15,1.98,3.95,1.04,0.31,0.83,1.14,0.62,0.1,0.73,0.52,0,0.42,1.77,4.47,0.42,0,0,0,1.25,1.25,2.91
22Month,0.14,0.14,0.27,29.38,0,0.27,0,0.41,1.23,0.27,3.83,0.41,0.41,2.19,0,0.27,1.23,1.23,0,0.27,0.27,0,0.14,0,0,0,0.14,0,0.14,0.27,0.14,0.14,0,0,0,0,0.82
