stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,31,0,0,0,0,0,0,0,0,0,0,1,3,13,429,0,0,0,1,9,89,8,0,1,0,0,0,0,2,0,0,0
72hpf,9.86,14.09,0,5.92,0.56,4.79,0,0,0,0,0.28,0,0,0,1.97,11.84,1.13,353.16,0,1.13,17.47,0,72.43,30.72,5.07,0.28,119.5,0,0,2.25,0,0.56,0,0,0
21Day,3.33,3.33,0.37,4.81,0.37,1.85,0,0.37,0,0,0.74,0,1.85,1.11,0.74,1.85,1.11,181.66,0,0,41.81,0,26.64,5.55,1.48,0,23.31,2.59,0,0.37,2.22,0,0.37,0,0.37
3Month,2.91,4.78,0,0.73,0,0,0,0,0.21,0.62,1.77,0.62,0,0.31,0,0.94,0.42,26.84,4.47,0.1,10.82,0.31,1.46,0.1,0.73,0,1.25,0.31,1.35,0,0,0,1.35,0.21,0.52
22Month,0.55,1.37,0.14,0.41,0,0,0.14,0,0,0.41,2.73,0,0.14,0.68,0,0.14,0.14,12.3,0.41,0.14,2.46,0,0,0.14,0.14,0,0.27,0.14,2.32,0,0,0,0,0,0.27
