stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,6.48,1.13,0,7.61,2.25,6.76,0,0,0,0,0.28,0,0,0,0,1.69,8.17,1.41,14.09,0,0,0.56,0.28,868.66,24.24,0.28,5.92,8.46,0,0,9.86,4.79,2.25,1.69,0,0,0
21Day,6.66,0.37,0.37,8.51,0.37,11.1,0,0.37,0.37,0,0,0.74,0.37,4.07,1.48,0.74,3.33,2.59,22.94,0,0.37,1.11,0,361.11,8.14,1.85,6.29,8.88,6.66,0,5.92,9.62,37.37,1.85,0,0,1.48
3Month,0,0.31,0.1,3.12,0,0,0.21,0,0.52,0.31,3.12,2.18,4.16,0.1,1.25,0.42,0.52,0.42,3.85,0.62,0,0.31,0.52,9.05,1.66,7.39,2.08,0.21,0.62,15.91,3.74,0.21,0,3.54,0.31,15.19,0.52
22Month,0,1.37,0,3.14,0,0,0.27,0,0.14,0,14.21,4.65,2.32,0.14,0,0,0.68,2.73,4.78,0.41,0.27,0.14,0,13.66,1.23,6.97,6.29,0,0.14,4.37,11.48,4.92,0,0.96,0.14,0,0.27
