stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0.28,0,0,0,4.23,3.1,0,0,0,0,0.28,0,0.28,0,0,0,0
21Day,0,0,0,0,0.37,2.59,0,0.74,0,0,0.37,0,0,0,0.37,0,0,0,0,1.85,0,0,0,0.74,0.74,0,0.74,0,0,0.37,0,0,0,0,0,0
3Month,0,0.1,0,3.85,0,0,0.1,0,0.31,0.42,0,0,3.12,0.1,0.21,1.25,0.21,0.62,0.31,1.77,0.1,0.21,0.1,0,0.42,0.31,0,0,1.87,0,0,0,0.1,0.1,0.1,0.42
22Month,0.14,0.41,0.14,0.96,0,0,0,0,0.27,0.82,0.14,0,4.65,0.27,0.14,0.68,0.27,0.14,0.55,0.68,0,0.27,0,0.14,0,0.27,0,0.14,0.41,0.14,0.14,0,0,0,0,0
