stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
72hpf,0.85,0,0,1.97,0.56,0,0,0,0,0,0,0,0,0,0,4.23,0.28,1.69,0,0,0.28,0,1.41,0.85,0,0,0,1.13,0,0,0,0,0,0
21Day,0.37,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,9.62,0.37,4.81,0,0,0,0,0.74,3.33,0,0.74,0,0.74,0.37,0,0,0,0,0
3Month,0.1,0.31,0.42,3.54,0,0.1,0.1,0.42,0.94,0,7.49,1.46,0.1,2.18,0.73,1.77,0.73,1.04,0.42,0,0.1,0.1,0.42,0,0.21,0,0,0,0.42,1.04,0,0.42,0.42,0.94
22Month,0.14,0.96,0.14,3.42,0.14,0.27,0,0.68,4.92,0.96,48.37,3.42,0.68,4.24,0,1.5,3.69,4.37,0,1.64,0.41,0,0.55,0,0.41,0.14,0.27,0.27,0,0.41,0.27,0.14,0,0.96
