stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0.28,0,0,0,0,0,0,0,0,1.97,0,0.28,0.85,0,0.85,0,0,0,0,1.69,0.85,0,0,0,0,0,0,0.28,0,0,0,0,0,0.56
21Day,1.85,0,0.74,4.44,0,2.22,0,1.11,0,0.74,0,0,0.37,0,39.96,0.74,0,2.59,3.33,2.96,0,0,1.48,0,5.55,1.48,0.37,0.37,0,0.74,1.48,0,0,0.74,0,0,0,0,74.74
3Month,0.31,0.73,0.62,15.6,0,0,2.6,0.42,1.87,4.99,0,0,10.82,11.34,12.79,6.76,0.31,5.41,13.21,6.14,1.46,0,0.83,0.83,0.42,0.1,0.73,0.62,0,0.21,1.87,0.1,5.3,0.1,0.21,0.1,1.35,1.87,349.91
22Month,0.41,3.83,0.27,7.52,0.14,0,1.5,0.14,0.82,7.52,0.82,0,19.4,5.6,18.17,5.74,0.41,2.19,11.48,4.65,0,0.96,0.68,0,0.14,0,1.23,0.41,0.27,0,1.23,0,2.6,0.41,0.14,0,0.41,0,132.96
