stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.54,0,0,0,0,0,0,0.85,0.56,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,1.48,4.44,0,0,0,0,0,0,0,0.37,0,0.74,3.7,0.37,3.33,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.1,0.62,8.11,19.56,0.1,0.83,0.21,0.1,26.63,1.98,0.83,9.78,1.98,0.21,218.96,12.69,2.29,5.93,1.35,0.31,0,1.66,1.35,0.62,0,5.1,0.1,0,0.31,1.14,1.87,0,0,0,0.62,1.56,2.08
22Month,0,0.14,2.6,10.52,0.14,0,0.14,0,4.24,1.64,1.23,10.52,0.41,0.41,20.5,1.09,0.41,2.05,2.19,0,0.68,1.5,0,0.27,0,2.19,0,0.14,0,0,0.82,0.55,0.14,0.14,0.14,0,1.09
