stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,42,0,0,0,1,0,178,0,0,0,6,0,0,0,0,0,1,0,0,0
72hpf,11.27,2.54,0,2.82,0.85,3.1,0.28,0,0,0,0,0,0,0,0,0.28,2.82,0.56,122.6,0,0.28,3.38,0,39.74,60.32,0.56,0.85,0,74.97,0,0,71.03,0.28,0,4.51,0,0,0
21Day,6.66,0.37,0,4.07,0.37,2.96,0.74,0,0,0.74,0.37,0,0,0,1.85,0,2.96,0.37,145.77,0,0,8.51,0,21.09,17.02,0,0.37,0,34.41,4.07,2.59,13.32,1.11,1.85,5.55,0,0,0.74
3Month,0.1,0.62,0.1,5.72,0,0,0,2.91,0.94,3.02,0.21,5.62,0.94,0,1.87,0.31,2.18,1.25,62.93,15.81,0,1.77,0.62,0.94,0.62,0.21,0,0,0.21,0.83,39.21,0.52,0,0,0.83,1.87,5.2,1.35
22Month,0.14,0.82,0,5.47,0,0,0,1.09,0.27,1.37,16.94,16.81,0.55,0.27,2.32,0,1.23,1.37,54.11,2.6,0.41,1.23,0,0.14,0.55,1.09,0.27,0.14,0,0.41,11.07,1.23,0,0,0.41,0.14,0,0.27
