stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.85,0.28,0,0,0,0,0.28,0,0,0,0,0.28,0,0.85,1.41,0,1.41,0,0.56,0,0,3.95,1.41,0,0,0,0.85,0,0,0,0,0,0,0
21Day,0.37,0,0,1.48,0,1.48,0,0.74,0,0,0,0,0.37,0.37,0,0.37,0,2.96,0.37,1.85,0,0,0.37,0.37,1.48,0.74,0,0,0,0.74,0,0,0.37,0.37,0,0,0
3Month,0.1,0.21,0.42,3.85,0,0,0.1,0,0.42,1.87,0,0,7.18,0.42,0.21,2.81,0.1,0.62,1.25,1.25,0.21,0,0.31,0.21,0.31,0,0.31,0,0,0.1,0.1,2.5,0.21,0,0.42,1.77,1.14
22Month,0,0.27,0.14,0.96,0,0,0.14,0,0.41,1.09,0.41,0,10.39,1.09,0.68,3.42,0.14,0.27,1.5,1.09,0,0,0.27,0,0.14,0.14,0.27,0.14,0.27,0,0,0.41,0.14,0,0,0,0.27
