stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0,0,0,0.28,3.66,0,0,0,0,0,0,0,0
21Day,1.11,0,0,5.18,0,2.59,0,0.37,0,0,0,0,1.85,0.37,1.48,0.37,0,2.22,1.11,7.4,0,0,1.85,0,6.66,2.59,0,0.37,0,4.44,227.91,0,0.37,0.74,0.74,1.48,0,0,0.37
3Month,0,0.62,1.04,8.84,0.31,0,0.21,0.1,0.1,2.6,2.7,0,19.14,4.37,0.1,5.93,1.35,3.02,3.22,4.16,0.94,0.21,2.18,0.73,0.21,0.21,0.52,0.42,0,0,230.29,2.6,3.54,0.21,0,0,0.83,3.12,2.18
22Month,0,0.14,0.14,1.23,0,0,0.41,0,0,0.55,1.5,15.58,10.39,0.55,0,1.5,0.14,0.14,0.82,0.96,0,0,0.14,0,0,0,0,0.14,0.41,0,44.96,0,0.55,0.14,0.14,0,0.14,0,1.37
