stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,20,0,0,0,0,2,61,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.3,6.76,0,10.43,4.51,13.81,1.13,0,1.13,0,0.56,0,0.85,0.28,4.79,30.16,1.69,55.24,0,0.28,0.56,0,146.56,71.31,1.13,0.85,0,31.57,0.28,0,9.58,1.13,0.28,0.85,0,0
21Day,9.99,2.22,0.74,37.37,5.92,24.79,4.44,0.37,2.96,0,6.66,0,8.14,6.29,2.59,18.13,6.29,67.71,0,0,4.07,0.74,48.47,23.68,1.48,1.85,0,15.54,6.66,2.96,5.18,1.48,5.55,2.59,0.37,7.77
3Month,0.1,1.77,0.21,3.64,1.25,0,0.1,1.25,0.21,0,2.08,0.1,0.1,1.56,0.52,1.87,1.35,3.54,0.21,0,0.62,0.1,0.1,0,0.52,0.21,0,0.1,0.94,33.81,0,0,0,0.1,17.68,0.62
22Month,0,1.78,0.27,1.23,0.55,0,0.14,0.68,0.82,0.27,7.93,0.14,0.41,3.83,0.14,0.55,0.14,3.69,0.41,0.14,0.96,0,0.14,0,0.41,0,0.14,0,0,6.42,0.27,0,0,0.14,0,0.27
