stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,1.97,0,3.1,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0,2.25,0,0,0.85,0,4.79,0.85,0.85,0,0,2.25,0,0.56,0,0,0.85,0,0,0
21Day,4.44,0,0,7.03,1.85,0,0.37,0,0,0,0.37,0,14.8,0,0,0.74,1.85,8.51,0,0,0.74,0,1.85,0.37,0.37,0,0,1.11,0.37,0,0.74,1.11,1.11,0,0,0.74
3Month,0.42,1.66,0.1,7.91,0,0,0,0.83,0.94,0.1,9.26,0.73,0.31,1.35,0.42,2.7,1.14,5.62,0.94,0,0.21,0.42,0.42,0,1.35,0.1,0,0.21,0.42,23.09,0.21,0,0,1.04,133.56,1.66
22Month,0.41,2.05,0.14,3.01,0,0.27,0,0.14,1.64,20.77,43.18,0.55,0.27,1.37,0,0.27,2.05,4.37,0.55,0.82,0.41,0.14,0.14,0.14,2.46,0.14,0.14,0.14,0.27,9.16,0.27,0,0,0.27,0.14,0.41
