stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,18,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.74,0.28,0,7.89,10.15,7.89,0,0,0,0.56,0,0,0.56,0,0.28,0,3.38,18.32,1.41,20.57,0,0.28,1.97,0,941.94,64.26,0.56,24.8,0,11.56,0.85,0.56,67.64,0,0.28,5.92,0,0,0
21Day,6.66,1.11,0.37,18.13,4.44,8.14,0,2.59,0,1.11,0,0,1.85,0.37,2.96,1.85,0.74,5.92,1.48,23.31,0,0.74,2.96,0.37,313.75,35.15,1.85,7.77,0,5.18,10.73,1.48,12.95,1.85,4.07,2.96,0,0,1.48
3Month,0.31,0.94,0.42,24.76,1.14,0,0.42,0.31,0.52,1.98,0.31,0,16.02,1.66,0,3.02,0.94,2.29,2.08,11.65,4.06,0,1.35,1.25,4.68,0.62,4.37,0.42,0,0.52,0.52,11.03,1.98,0.1,0,1.46,5.1,0.83,0.94
22Month,0,3.01,0.41,11.89,0.82,0,0.14,0.55,0.68,3.01,8.2,0,50.15,0.82,0.27,1.37,0.14,1.78,2.87,11.62,0.82,4.24,0.55,0.14,7.11,2.6,5.47,1.09,0.14,0.14,0.27,11.89,6.42,0.41,0,0.55,0.55,0.14,0.68
