stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.05,1.13,0,3.66,0.28,4.79,0,0,0,0,0,0,0,0,0,1.69,12.4,0.28,6.2,0,0.28,0,0.28,737.88,38.05,0.28,1.69,8.17,0,0,9.58,0.28,0.28,0.28,0,0
21Day,3.7,1.11,0.37,7.03,0.37,11.47,0,1.11,0.37,0,0,0,0.74,2.59,1.11,1.11,4.44,2.59,9.62,0,0,0.37,0.37,393.3,12.95,0.37,1.11,3.7,12.58,0,2.59,1.85,3.33,1.48,0,1.85
3Month,0,0.21,0,4.37,0,0,0.1,0,0.42,1.35,0,5.82,0.83,0.1,1.66,0.42,1.35,0.83,0.52,0.42,0,0.1,0.73,3.12,0,0.31,0.21,0.1,0.31,2.6,0,0,0,0,3.74,1.25
22Month,0.14,0.14,0.41,1.09,0,0,0.14,0.14,0.27,2.32,0.68,24.19,0.96,0.14,3.14,0.14,0.55,1.5,1.78,0.14,0.55,0.14,0,2.19,0,0.27,0.41,0,0.14,0.96,0.41,0,0,0,0.14,0.41
