stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0.85,3.95,0,1.69,0,0,0,0,12.97,2.54,0.56,0,0.85,0,0,0.28,0,0,0,0
21Day,0.37,0,0,2.22,2.59,0,0,0,0.37,0,0,0,1.11,0,0.74,0.37,0,2.22,0,0,0.74,0,5.18,2.22,0.37,0,1.48,0.37,0,0,0.37,0,0,0
3Month,0,0.94,0.1,5.82,0,0,0,0.83,1.35,0,7.7,0.83,0.1,2.18,0.52,1.46,0.83,1.66,0.42,0,0.1,0.73,0.21,0.1,0.83,0.21,0,0.1,2.7,0,0,0.21,5.82,0.52
22Month,0,0.55,0.41,1.09,0,0.27,0.14,0.27,1.09,0.14,8.61,0.14,0,1.91,0.14,0.14,0.55,1.64,0,0.14,0.41,0,0.41,0,0.55,0.14,0,0,0.55,0.27,0,0.14,0,0.55
