stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,38,0,0,0,1,20,109,0,0,0,7,0,0,0,0,2,0,0,0
72hpf,7.89,1.97,0,4.79,1.97,0.85,0,0,0,0,0,0,0.28,0,0.56,0,2.54,22.27,0.85,22.27,0,0.56,0.56,0,18.32,23.68,0,0.56,0,19.45,0,0,5.92,0,1.13,0,0,0
21Day,10.36,0.74,0.74,18.5,0.37,1.11,0,0,0,0,0.37,0,0.37,0,2.59,1.11,0.74,6.29,1.11,50.69,0,0,3.33,0,6.66,8.51,0.74,0.37,0,11.84,3.7,0,2.96,0.37,0.37,0,0,0
3Month,0.1,1.56,0.31,17.06,0.21,0,0.1,0.73,0.21,2.29,1.35,0,5.62,0.62,0.83,5.2,1.25,4.26,1.46,9.47,3.02,0,1.25,0.73,0.73,0,0.73,0,0,0.31,0.42,1.35,0.31,0,0.21,1.25,0.21,1.25
22Month,0,3.69,0.82,11.07,0.14,0,0.55,0.27,0,2.46,3.69,1.5,13.66,0.55,1.78,8.75,0.41,3.01,3.28,13.12,0.82,0.41,0.55,0,0.96,0.14,2.05,0.82,0.14,0.55,0,0.96,0.82,0,0.14,0.55,0,1.64
