stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,5,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.13,0,4.79,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1.69,17.76,0.28,5.36,0,0.56,0,0.28,4.79,1.41,0,0.28,5.64,0,0,0,0.85,1.13,0,0.28,0,0,0
21Day,0.74,0.74,0.37,28.86,0,1.11,0,0.37,0,0.37,0,0,0,1.11,0.37,2.59,0.37,1.11,9.62,0,10.36,0,0,4.07,0,6.29,2.59,0.37,2.96,2.22,0.37,0,0.37,2.59,5.55,15.54,0.37,0.37,0,2.59
3Month,0.1,6.45,0.42,79.05,0,0,0.31,0.21,0.1,5.82,2.29,0.1,0,11.44,15.6,0.21,19.87,1.87,24.86,2.18,10.19,1.87,0.1,8.84,2.81,3.74,0.1,3.95,4.58,0.31,1.04,0.1,15.81,0.42,0.1,0,0.21,6.76,21.84,1.87
22Month,0.27,4.1,0.96,15.71,0.14,0,0,0,0,3.42,0.82,0.68,0,23.23,4.37,0.55,22.14,0.27,7.24,1.23,6.56,0.14,1.78,3.28,0,1.5,0,3.14,7.79,0,0.14,0,2.6,2.6,6.7,0,0.14,0.27,0,1.78
