stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0.28,0,0.28,0,0,0,0,0,0,0,0,1.41,0,0.28,0,0,0,0,0.85,0.28,0,0,0.85,0,0,0.28,0,0,0
21Day,1.85,0,0.37,4.44,0.74,0.37,0,0.74,0,0.74,0,0,0,2.22,0.37,0.74,2.59,1.11,7.4,0,0,0.74,0,1.11,1.11,0,0,2.59,0.37,0,0,0,0,1.48
3Month,0,0.94,0.1,4.37,0,0,0.21,0.1,0.94,1.66,0.1,4.99,1.77,0.1,1.98,0.31,1.98,1.56,1.98,0.31,0,0.42,0.21,0.42,0,0,0.21,0.31,0.1,0.21,0.1,1.04,1.04,2.29
22Month,0,0.96,0.82,2.32,0,0,0,0,0.68,2.87,1.23,6.42,0.27,0.41,4.92,0.14,0.14,1.78,1.78,0.14,0.14,0.27,0,0,0,0.82,0.14,0,0,0.14,0.14,0,0,1.09
