stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,68,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.41,0.28,0.28,0,0.28,0,0,0,0,0,0,0,0.56,3.1,15.22,0.85,0,0,0,0,1.97,2.25,0,0,0,1.13,0,0,0,0.28,0,0,0,0
21Day,0.74,0,0,6.29,0,0,0,0,0,1.11,0,0.37,0,4.44,0,1.85,0.37,31.45,1.48,0,0,0,0,1.85,1.11,0,0,0,0.74,1.48,0,0.37,0,0,0,0,0.37
3Month,0.1,0.31,0.31,6.97,0.1,0,0.1,0.1,0.42,1.98,0,2.91,22.99,0.52,0.62,1.56,1.87,49.72,2.18,0.1,0,0.1,0.21,0.21,0,0.1,0.1,0,0,0.52,0.1,5.3,0,0,0.73,0.94,3.02
22Month,0,0.14,0,3.42,0,0,0,0,0,2.73,0.14,12.57,15.17,1.23,0.41,0.14,0.41,41.54,0.41,0,0.82,0,0,0,0,0,0.14,0.14,0,0,0,3.01,0,0.14,0,0,1.23
