stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,0,0,0,1,52,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,1.97,0.28,5.64,0,0,0,0,0,0,0,0,0,1.69,1.41,0.28,4.23,0,0,1.13,0,16.91,18.32,0.28,0,0,3.38,0,0,0.85,0,0.56,0,0,0
21Day,1.85,0,0.37,4.81,0,7.77,0,2.96,0,0,0,0,0.37,1.48,0.37,0.37,1.11,0.37,5.18,0,0,0.37,0,7.77,8.14,0,0,0,1.11,1.11,0.37,1.48,0,0,0,0,1.11
3Month,0.1,0.62,0,2.81,0,0,0,0.21,0,0.21,0.1,6.97,1.04,0.21,1.04,0.62,1.66,0.52,1.77,0.42,0.1,0.52,0.1,0.1,0.1,0.1,0.21,0,0.1,0.31,1.87,0.1,0,0,0.83,15.19,1.35
22Month,0.27,0.82,0.27,1.78,0,0,0.14,0.41,0.27,0.82,1.64,10.52,0.27,0.55,0.68,0.14,0.68,0.14,0.41,0,0.14,0.55,0,0.14,0,0.14,0.27,0.14,0,0,0.41,0.14,0.27,0,0.14,0,0.41
