stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.38,0.85,0,1.41,0.28,0.28,0,0.28,0,0,0,0,0,0,0,0.56,0,3.38,4.23,0.85,7.05,0,1.69,0.28,0,9.3,9.86,0.56,0.56,0,4.79,0.56,0,0,3.66,0,1.41,0,0,0
21Day,5.55,2.22,6.29,9.62,0,5.55,0,4.07,0,0,0.74,0,0,1.85,1.48,6.29,10.36,1.85,1.85,4.07,22.2,0,0,1.85,0.74,7.03,7.03,2.22,0.74,0,7.4,1.85,0,0.37,0.74,0.74,1.48,0,0,0.37
3Month,0.42,2.5,6.35,22.99,0.42,0,1.14,0.62,0.42,21.84,4.89,0,0,181.93,6.03,1.14,215.73,1.56,7.18,8.43,11.65,3.43,0.31,4.26,3.43,1.04,0.42,7.7,0.62,0,0.52,4.58,0.1,13.11,0.21,0,0.21,1.87,3.64,4.37
22Month,0.41,3.01,4.1,9.43,0.41,0,0.82,0.27,0,11.89,3.96,4.92,0,217.82,2.19,1.78,128.59,0.55,0.82,8.75,9.02,0.14,6.56,2.87,0,0.82,0.27,5.88,0.55,0.55,0,1.09,0,2.19,0.27,0.14,0,0.27,0,1.78
