stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.69,0,0.56,19.45,0.56,0,0,0,0,0,0,0.28,0.28,1.13,10.43,0,2.25,0,0.28,0.28,0,21.98,4.23,0,0.56,0,2.54,0,0.28,3.1,0,0,0,0,0
21Day,0.37,2.59,0,8.14,21.46,0.74,0,0,0,0,0,0,0.74,0,2.59,5.92,0.37,2.59,0,0,0.37,0,11.1,1.48,0,1.48,0,1.11,1.48,2.96,3.33,0,0,0,0,1.11
3Month,0,1.46,0.31,6.97,9.36,0,0,0.42,0.62,0,2.5,1.04,0.52,0.94,5.2,1.25,0.94,1.46,0.94,0,1.04,0.21,1.35,0.21,0.31,1.87,0,0,0.42,37.97,2.5,0,0,0.42,11.44,6.24
22Month,0.14,13.66,0,1.78,2.73,0,0.41,0,0.96,0.14,5.88,0.41,0.41,0.27,0.27,2.46,1.5,1.64,0.27,0.27,0.68,0,1.09,0.27,0.14,2.73,0.14,0.14,0.14,17.35,13.8,0.27,0.14,0.14,0,3.01
