stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,10.99,0,0.56,1.13,0,0,0,0,0,0,0,0,0,0,6.48,0.56,0.28,0.85,0,0,0,0,1.69,1.13,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,1.11,13.69,11.84,38.85,6.66,0,0,0,0,0,0,1.85,0.74,8.88,50.69,0.37,2.96,1.11,5.55,0,0.37,0.37,0,12.95,7.4,0.37,0.74,0,2.96,3.7,0.37,0.37,0.37,0.74,0,0.37,0,2.59
3Month,0.21,42.44,5.51,267.01,0,1.35,0.1,0.1,5.93,6.66,0.52,16.85,8.84,0.94,246,6.14,8.01,5.2,6.45,2.08,0,0.73,5.51,3.12,0.52,1.14,1.04,0,0.52,5.62,6.35,0,0.1,0,0.1,2.29,2.5,6.24
22Month,0.27,71.88,8.34,220.55,0,1.5,0.27,0,11.07,6.01,3.96,43.18,3.14,0.96,286.69,1.64,1.09,4.78,4.24,0.27,1.78,0.82,0.14,1.91,0.41,1.5,0.55,0.82,0.27,0.96,0.96,0.14,1.23,0,0.41,0.96,0,2.19
