stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.69,1.97,0.28,0,0,0,0,0,0,0,0,0,0.28,2.25,0,1.13,0,0.28,0.28,0,12.12,1.97,0.28,0,0.56,0,0,0,0,0.56,0,0,0
21Day,1.11,0,0.37,6.66,0,1.85,0,0,0.37,0,0,0.37,0,0.37,0,0,1.48,0,2.59,0,0,0,0,23.31,2.59,8.88,0,0.37,1.48,0,0,0,0,0,0,0.37
3Month,0,0.73,0.42,1.77,0,0,0,0.83,0.52,0,0,1.35,0.83,0,1.04,0.21,0.52,0.52,1.04,0.1,0,0.52,0.42,1.46,0,27.88,0.1,0,0.42,3.64,0.21,0,0.1,0.31,1.04,0.73
22Month,0,0.41,0.14,2.05,0,0,0.14,0.68,0.82,1.23,0,10.8,0,0,2.19,0,0,0.14,2.87,0,0.14,0,0,0.41,0,17.49,0.14,0,0,6.15,0,0.14,0.14,0.14,0,0.27
