stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,81,0,0,0,0,0,0,0,5,0,0,0,0,3,5,2,16,0,0,2,1,83,0,0,0,0,0,0,1,0,0,0
72hpf,0,0.28,0,3.38,1.13,0.28,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0,2.25,0,0,0,6.48,3.38,0.28,1.13,0.28,0,0.28,0.56,0,0,0,0
21Day,0.37,0,0,4.44,0.37,0,0,0,0,0.37,0,0,0.37,0,0.37,0,0.37,1.11,0,2.59,0,0,0,3.7,2.59,0,0.74,0.74,0,0.37,0,0,0,0,0
3Month,0.1,0.1,0,5.93,0,0,0,0,3.12,0.73,0,0,2.39,0.73,0.31,0.73,0.42,0.52,0.42,0.94,0.1,0.1,0.1,0.1,0.1,0.62,0,0.42,0.1,37.45,0.1,0,0.52,2.29,0.94
22Month,0,0.27,0.14,1.78,0,0,0.27,0.41,0.96,0.41,1.37,0,4.24,0.14,1.23,0.82,0.14,0.41,1.37,0.68,0,0.14,0,0.96,0,0.27,0,0,0,12.98,0,0,0,0,0
