stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,5,160,2,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,18.88,0.28,0.56,0,0,0,0,0,0,0,0,0,9.58,61.16,0,0.56,0,0,0,0,4.51,0.85,0,0.28,0,1.69,0,0,0.56,0,0,0.28,0,0,0
21Day,0.74,0.37,0,5.55,0.74,2.22,0,0.37,0.74,0,0,0,0,0,0.37,12.21,34.78,0.37,0.74,0,0,0,0,1.85,0.74,0,0,0,0.74,1.48,0,0,0.37,0.37,0.37,0,0,0
3Month,0,0.31,0.31,18.72,0,0,0,0.83,7.59,0.94,0,3.22,0.94,0.31,1.35,3.12,5.1,0.52,2.81,0.1,0,0,0,1.46,0.21,0.1,0,0,18.72,1.04,1.87,0,0,0,0.1,0.21,0.42,0.83
22Month,0,0.55,11.75,77.75,0.27,0,0.68,0.41,22.55,2.73,0.82,12.85,0.68,0.27,2.46,1.78,6.7,1.78,1.37,0,0.82,0.41,0.27,1.64,0,0.14,0,0.27,15.58,0.27,3.69,0.14,0.27,0,0,1.23,0,0.82
