stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,5.07,0.28,1.13,0,0,0,0,0,0,0,0,0,56.65,0.56,0,0,0,0,0,14.94,3.1,0,0,0,0,0,0,0.56,0.28,0,0,0,0,0
21Day,1.85,0,0.37,16.28,2.22,2.59,0,0,0,0,0.74,0.37,0.37,0,0.74,97.31,1.11,3.33,0,0,0,0,11.47,1.85,0,0,0,2.22,0.74,1.11,0,0,0.74,0,0,0,0.74
3Month,0,0.42,0,32.04,0.83,0,0.31,0.21,0.83,0.1,4.89,1.87,0.1,2.81,0.83,19.76,1.35,1.35,0.42,0.31,0.31,0.1,11.96,0.1,0.42,0.1,0,0.21,0.52,6.97,0,0.1,0,0.31,0.52,2.81,0.83
22Month,0,0.41,1.5,25.96,0.96,0,0.14,0,0.55,2.87,6.42,0,0.14,0.96,0.41,20.63,0.68,0.55,0,0.27,0,0,4.24,0,0.41,0.27,0.27,0,0,1.64,0.14,0,0,0,0.14,0,0.14
