stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,0,0,0,0
72hpf,0,0,2.25,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,0,0,0,3.66,8.74,0,0,0.56,0,0,0,0,0
21Day,0,0,1.85,0.37,0.37,0,0,0.74,0,0,0,0,0,0.37,0,0,0,0,0.74,0,0,0,1.11,1.11,0,0,1.48,0,0,0,0,0
3Month,0,0.21,16.33,0,0,0.21,0,29.54,0.52,0,0,2.81,0.52,0,1.56,0.21,0.21,0.62,1.25,0.21,0,0,0,0,0,0,0,0.42,1.35,0.21,1.04,0.73
22Month,0.41,0.14,3.01,0.14,0,0.14,0.14,8.61,0.82,0.14,0,12.16,0.41,0.14,1.64,0,0.14,0.14,0.68,0,0.14,0.27,0.14,0,0.41,0.14,0,0,1.09,0,0,0.27
