stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,1,63,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,34.39,2.54,0,1.13,0,0.28,0,1.69,0,0,0.56,0,0.28,0,5.36,0,0.56,1.97,5.07,24.8,0,0.28,0.28,0,17.19,4.23,0.28,0,31,0,0,0,0.56,0,0,1.13,0,0,0.28
21Day,33.67,1.11,0,4.44,0,2.22,0,11.1,0,0,7.77,0,1.11,1.11,43.66,0,0.37,1.85,8.51,24.05,0,0,3.7,0,19.98,3.33,0,0,8.88,3.33,0,0,0,0,0.74,0,0,0,23.68
3Month,1.04,0.52,0.1,66.15,0.1,0,1.25,3.22,0.1,0.52,124.3,0.1,7.59,41.71,11.86,1.66,1.04,47.43,31,19.35,0.62,0.1,1.04,1.14,1.35,0.1,0.42,0.21,0.83,2.29,0.21,4.26,0.42,0.21,0,0.21,1.25,11.44,38.07
22Month,0.14,0.96,0.27,9.16,0,0,1.37,1.78,0,0.82,169.72,35.26,10.66,12.44,12.71,1.78,0.14,7.93,22.14,6.01,0.14,0.27,0.41,0,2.87,0,0.96,0.68,0.14,0.41,0,3.01,0.96,0.55,0,0,0.14,0,13.25
