stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.85,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1.41,0,2.82,0,0,0,0,4.51,0.28,0,0.28,0.85,0,0,0.28,0,0,0,0,0
21Day,1.11,0.74,0,0.74,0,0.74,0,0,0,0,0,0.37,0,0,0.37,0,1.85,0,7.77,0,0,0.74,0,4.81,0,0.37,0,1.85,0.37,0,0,0.37,0.37,0,0,0
3Month,0,1.14,0.31,3.95,0,0,0,0,0.42,0.31,0,5.62,0.83,0.21,1.98,1.25,1.14,0.42,3.33,0.62,0.1,0.62,0.83,0.1,0.1,0.1,0,0.1,0.1,1.87,0.21,0,0.21,0.1,0.73,0.52
22Month,0,0.27,0.41,2.05,0,0,0.14,0.14,0.14,1.37,0.82,14.48,0.96,0.14,3.55,0.14,0.27,0.96,2.05,0,0.27,0.14,0.14,0.82,0,0.68,0,0,0,0.14,0.41,0.14,0.14,0,0,0.41
