stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.85,0,1.41,0,0.28,0,0,0,0,0,0,0,0,0,0.28,2.54,0,18.88,0,0,0.28,0,3.66,5.92,0,0.56,12.12,0,0,8.17,0,0,0
21Day,1.11,0,0,2.22,0,0.74,0,0,0,0,0,0,0,0,0.37,1.48,0.74,0,18.5,0,0,3.7,0,2.59,2.59,0,1.48,5.18,0.74,0.74,0.74,0,0,0.74
3Month,0.21,0.73,0.1,2.91,0.1,0,0.1,0,0.52,1.66,0.1,4.68,0.94,0,1.56,1.14,0.83,1.46,42.02,5.93,0,1.14,0.1,0.52,0.21,0.21,0.31,0.21,0.1,2.08,0.31,0.73,2.7,0.73
22Month,0.14,0.55,0,2.19,0,0,0.27,0.14,0.27,1.37,2.19,15.3,0.68,0.27,1.64,0,0.27,0.68,18.45,0.14,0.14,0.27,0.14,0,0.14,0,0.14,0.14,0.27,0.14,0,0,0,0.14
