stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.13,0,3.66,0.28,1.41,0,0.28,0,0,0,0,0,0,0,1.13,3.1,1.41,2.54,0,0,0,0,7.33,4.79,0,0,0,4.51,0,0,2.25,0.28,0.85,0,0,0
21Day,0.74,0.37,0,4.44,0.37,4.44,0,0.37,0,0,0,0.37,0,2.59,1.48,0,1.48,3.33,5.18,0,0,1.11,0,1.11,5.92,0,0.37,0,1.48,0.37,0,1.48,0.37,0.74,0,0,0.37
3Month,0.1,0.94,0.21,8.22,0,0,0.1,0.52,1.46,2.7,0,12.79,3.74,1.56,3.64,0.31,1.66,12.9,3.22,0.62,0,1.56,0.52,0.62,0,0.42,0.31,0,0.21,0.52,10.51,0.1,0,0,0.83,8.74,3.43
22Month,0,2.19,0.68,3.42,0,0,0,0.14,0.96,5.06,4.51,26.24,2.6,2.32,3.01,0.27,0.68,10.11,1.64,0.41,0.41,0.27,0,0.27,0,0.55,0.27,0.14,0,0.14,1.23,1.09,0,0,0,0,0.55
